	Di	Df	Dif	Unitcell_volume:	Density:	ASA_A^2:	ASA_m^2/cm^3:	ASA_m^2/g:	NASA_A^2:	NASA_m^2/cm^3:	NASA_m^2/g:	AV_A^3:	AV_Volume_fraction:	AV_cm^3/g:	NAV_A^3:	NAV_Volume_fraction:	NAV_cm^3/g:
str_m3_o10_o17_pcu_sym.121.res	5.83008	4.26798	5.8299	17723.9	0.949656	4584.85	2586.82	2723.95	0	0	0	2939.69	0.16586	0.174653	0	0	0
str_m3_o10_o17_pcu_sym.122.res	4.3739	3.21451	4.27939	17811.8	1.13989	2764.95	1552.31	1361.8	0	0	0	841.787	0.04726	0.04146	0	0	0
str_m3_o10_o17_pcu_sym.123.res	4.56041	3.81827	4.51695	18299.6	1.83395	2839.01	1551.41	845.935	0	0	0	1459.94	0.07978	0.043502	0	0	0
str_m3_o10_o17_pcu_sym.124.res	4.96672	3.43188	4.96663	17779.4	1.09813	3478.26	1956.35	1781.52	0	0	0	1185.53	0.06668	0.060721	0	0	0
str_m3_o10_o17_pcu_sym.125.res	4.12785	2.28464	3.77811	18146.1	1.44175	0	0	0	983.004	541.716	375.734	0	0	0	195.252	0.01076	0.007463
str_m3_o10_o17_pcu_sym.126.res	4.48651	2.21835	4.48622	18243.2	1.45694	0	0	0	1157.22	634.329	435.385	0	0	0	342.971	0.0188	0.012904
str_m3_o10_o17_pcu_sym.127.res	4.73299	4.10294	4.73291	17834.6	1.20673	3459.73	1939.9	1607.57	0	0	0	1660.4	0.0931	0.077151	0	0	0
str_m3_o10_o17_pcu_sym.128.res	5.33778	4.58148	5.33774	17965.8	1.35578	3918.1	2180.87	1608.57	0	0	0	2949.98	0.1642	0.121111	0	0	0
str_m3_o10_o17_pcu_sym.129.res	4.40549	2.68351	4.40423	18018.6	1.4843	0	0	0	2032.48	1127.99	759.947	0	0	0	723.628	0.04016	0.027057
str_m3_o10_o17_pcu_sym.13.res	3.84515	1.74726	3.8451	18201.8	1.41131	0	0	0	1020.02	560.395	397.073	0	0	0	176.193	0.00968	0.006859
str_m3_o10_o17_pcu_sym.130.res	4.60477	3.74444	4.60477	17718.7	1.18236	3793.87	2141.17	1810.93	0	0	0	1380.64	0.07792	0.065902	0	0	0
str_m3_o10_o17_pcu_sym.131.res	4.62368	3.23023	4.51537	17764.8	1.25031	3068.89	1727.52	1381.67	0	0	0	881.132	0.0496	0.03967	0	0	0
str_m3_o10_o17_pcu_sym.132.res	4.08318	2.8424	3.95664	17632.4	1.3481	1549.57	878.817	651.892	0	0	0	344.538	0.01954	0.014495	0	0	0
str_m3_o10_o17_pcu_sym.133.res	4.93813	3.63101	4.89881	17900	1.12082	3163.58	1767.36	1576.84	0	0	0	1110.88	0.06206	0.05537	0	0	0
str_m3_o10_o17_pcu_sym.134.res	4.26381	1.96686	4.26376	18279.1	1.37564	0	0	0	1821.17	996.309	724.25	0	0	0	660.608	0.03614	0.026271
str_m3_o10_o17_pcu_sym.135.res	3.56909	2.62033	3.56903	17917.4	1.40026	0	0	0	993.193	554.317	395.867	0	0	0	136.531	0.00762	0.005442
str_m3_o10_o17_pcu_sym.136.res	5.54351	4.93974	5.53525	17919.5	1.0542	4030.62	2249.29	2133.65	0	0	0	3255.62	0.18168	0.17234	0	0	0
str_m3_o10_o17_pcu_sym.137.res	5.31214	4.57515	5.30592	18019.2	1.11994	3438.07	1908.01	1703.66	0	0	0	2274.74	0.12624	0.11272	0	0	0
str_m3_o10_o17_pcu_sym.138.res	5.05209	4.19415	5.05186	17801.4	1.21229	3409.81	1915.47	1580.04	0	0	0	1946.77	0.10936	0.090209	0	0	0
str_m3_o10_o17_pcu_sym.139.res	3.95358	2.51124	3.95347	18396.9	1.59734	0	0	0	1562.93	849.561	531.86	0	0	0	363.891	0.01978	0.012383
str_m3_o10_o17_pcu_sym.14.res	3.50347	1.88051	3.5034	18418	1.80525	0	0	0	381.009	206.868	114.592	0	0	0	38.3095	0.00208	0.001152
str_m3_o10_o17_pcu_sym.140.res	5.47353	4.07469	5.2301	17781.7	1.05084	3994.75	2246.55	2137.87	0	0	0	2435.02	0.13694	0.130315	0	0	0
str_m3_o10_o17_pcu_sym.141.res	3.83395	1.7658	3.83376	18057	1.63404	0	0	0	1149.17	636.417	389.474	0	0	0	280.966	0.01556	0.009522
str_m3_o10_o17_pcu_sym.142.res	4.35133	3.28465	4.30963	17804.8	1.36191	994.831	558.742	410.264	720.432	404.628	297.103	232.887	0.01308	0.009604	96.5021	0.00542	0.00398
str_m3_o10_o17_pcu_sym.143.res	4.37612	2.72067	4.37605	18008.7	1.28992	0	0	0	2648.75	1470.82	1140.24	0	0	0	976.789	0.05424	0.042049
str_m3_o10_o17_pcu_sym.144.res	4.55008	3.84585	4.55008	17724.9	1.79881	3269.14	1844.38	1025.34	0	0	0	1248.89	0.07046	0.03917	0	0	0
str_m3_o10_o17_pcu_sym.145.res	4.79155	4.21275	4.65926	17845.2	1.09077	3119.04	1747.83	1602.38	22.3317	12.5141	11.4727	1461.17	0.08188	0.075066	1.07071	0.00006	0.000055
str_m3_o10_o17_pcu_sym.146.res	4.21114	2.70219	4.20697	17788.7	1.19834	0	0	0	2365	1329.49	1109.45	0	0	0	826.464	0.04646	0.03877
str_m3_o10_o17_pcu_sym.147.res	4.52787	3.10181	4.4993	18112.7	1.24303	3170.64	1750.51	1408.26	0	0	0	1305.2	0.07206	0.057972	0	0	0
str_m3_o10_o17_pcu_sym.148.res	4.3698	2.75314	4.3698	17674.6	1.14875	0	0	0	2236.89	1265.6	1101.72	0	0	0	533.772	0.0302	0.02629
str_m3_o10_o17_pcu_sym.149.res	3.7209	3.11368	3.7209	17916.6	1.30002	1930.67	1077.59	828.903	0	0	0	346.865	0.01936	0.014892	0	0	0
str_m3_o10_o17_pcu_sym.15.res	5.33839	4.846	5.31248	17950.6	1.09422	3975.28	2214.56	2023.87	0	0	0	2572.33	0.1433	0.13096	0	0	0
str_m3_o10_o17_pcu_sym.150.res	4.55325	3.79358	4.52789	18013	1.22681	2547.35	1414.18	1152.73	0	0	0	942.079	0.0523	0.042631	0	0	0
str_m3_o10_o17_pcu_sym.151.res	4.50152	3.40491	4.4674	17759	1.13635	3459.23	1947.87	1714.15	0	0	0	1199.09	0.06752	0.059418	0	0	0
str_m3_o10_o17_pcu_sym.152.res	3.2175	1.32013	3.2175	18223	1.44274	0	0	0	214.593	117.76	81.6219	0	0	0	16.0363	0.00088	0.00061
str_m3_o10_o17_pcu_sym.153.res	4.54201	3.50176	4.51624	17756.3	1.17985	3692	2079.26	1762.31	0	0	0	1409.49	0.07938	0.06728	0	0	0
str_m3_o10_o17_pcu_sym.154.res	4.54892	2.49715	4.54871	18439.1	1.28913	0	0	0	2019.3	1095.12	849.507	0	0	0	772.598	0.0419	0.032503
str_m3_o10_o17_pcu_sym.155.res	4.66039	4.0707	4.62671	17739.8	1.37305	4073.73	2296.38	1672.47	0	0	0	2322.14	0.1309	0.095335	0	0	0
str_m3_o10_o17_pcu_sym.156.res	5.27772	4.40232	5.27755	17848.8	1.05018	3939.6	2207.21	2101.74	0	0	0	2648.76	0.1484	0.141309	0	0	0
str_m3_o10_o17_pcu_sym.157.res	4.86	4.20665	4.85993	17779.4	1.36999	3847.59	2164.06	1579.62	0	0	0	1841.59	0.10358	0.075607	0	0	0
str_m3_o10_o17_pcu_sym.158.res	4.72093	2.53159	4.71918	17876.7	1.73302	0	0	0	2757.75	1542.65	890.152	0	0	0	1173.43	0.06564	0.037876
str_m3_o10_o17_pcu_sym.159.res	4.29732	2.48455	3.87339	18065	1.38211	0	0	0	1027.72	568.903	411.62	0	0	0	238.097	0.01318	0.009536
str_m3_o10_o17_pcu_sym.16.res	4.7026	4.02662	4.65026	17868.1	1.23646	3064.22	1714.91	1386.95	0	0	0	1376.2	0.07702	0.062291	0	0	0
str_m3_o10_o17_pcu_sym.160.res	4.32574	2.4127	4.28908	18273.4	1.39906	0	0	0	1169.17	639.82	457.323	0	0	0	364.006	0.01992	0.014238
str_m3_o10_o17_pcu_sym.162.res	5.08497	3.69279	5.08497	17788.9	1.36926	3910.31	2198.18	1605.38	0	0	0	1869.97	0.10512	0.076771	0	0	0
str_m3_o10_o17_pcu_sym.163.res	4.74573	3.39249	4.74546	17806.4	1.14686	3035.35	1704.65	1486.35	0	0	0	980.419	0.05506	0.048009	0	0	0
str_m3_o10_o17_pcu_sym.164.res	3.87168	1.9712	3.78696	18456.2	1.44688	0	0	0	670.694	363.398	251.16	0	0	0	99.6635	0.0054	0.003732
str_m3_o10_o17_pcu_sym.165.res	4.33151	2.73421	4.31465	17871.8	1.3299	0	0	0	2194.83	1228.1	923.45	0	0	0	725.593	0.0406	0.030529
str_m3_o10_o17_pcu_sym.166.res	4.73073	3.27635	4.70149	18447.5	1.29494	2532.18	1372.64	1060	0	0	0	886.586	0.04806	0.037114	0	0	0
str_m3_o10_o17_pcu_sym.168.res	3.97265	2.48096	3.97249	18071.3	1.4706	0	0	0	1704.34	943.123	641.316	0	0	0	445.638	0.02466	0.016769
str_m3_o10_o17_pcu_sym.169.res	5.39457	4.53714	5.3927	17946.8	1.08774	3941.54	2196.24	2019.08	0	0	0	2828.41	0.1576	0.144887	0	0	0
str_m3_o10_o17_pcu_sym.17.res	3.69014	1.91058	3.69	19336.7	1.89121	0	0	0	562.225	290.755	153.741	0	0	0	76.5734	0.00396	0.002094
str_m3_o10_o17_pcu_sym.170.res	4.46911	2.77681	4.46911	17804.1	1.17065	0	0	0	2461.52	1382.56	1181.02	0	0	0	629.196	0.03534	0.030189
str_m3_o10_o17_pcu_sym.171.res	4.86444	4.00332	4.86433	17765.4	1.04184	3618.3	2036.71	1954.92	0.060381	0.033988	0.032623	1302.2	0.0733	0.070357	0	0	0
str_m3_o10_o17_pcu_sym.173.res	4.49609	2.57454	4.47501	17944	1.84127	0	0	0	2531.08	1410.54	766.07	0	0	0	1049.01	0.05846	0.03175
str_m3_o10_o17_pcu_sym.174.res	5.39502	4.53418	5.39305	17946.2	1.08778	3935.26	2192.8	2015.86	0	0	0	2825.1	0.15742	0.144717	0	0	0
str_m3_o10_o17_pcu_sym.176.res	5.08332	4.36602	5.0818	17928.5	1.08885	3791.12	2114.57	1942.02	0	0	0	2286.6	0.12754	0.117132	0	0	0
str_m3_o10_o17_pcu_sym.177.res	4.39387	3.57666	4.39387	17774.3	1.04132	3732.34	2099.86	2016.53	0	0	0	1279.04	0.07196	0.069105	0	0	0
str_m3_o10_o17_pcu_sym.18.res	5.40737	4.53936	5.4072	18011.3	1.13041	3379.59	1876.38	1659.92	0	0	0	2308.32	0.12816	0.113375	0	0	0
str_m3_o10_o17_pcu_sym.181.res	5.43724	4.85507	5.43623	17830.4	1.06461	4320.22	2422.95	2275.9	0	0	0	2943.08	0.16506	0.155042	0	0	0
str_m3_o10_o17_pcu_sym.182.res	4.19386	2.10303	4.19382	18154.8	1.46074	0	0	0	898.983	495.178	338.99	0	0	0	194.256	0.0107	0.007325
str_m3_o10_o17_pcu_sym.183.res	5.62141	5.02665	5.39736	17912	0.993078	4065.11	2269.49	2285.31	0	0	0	3184.4	0.17778	0.179019	0	0	0
str_m3_o10_o17_pcu_sym.185.res	4.35246	2.66467	4.35224	18002.3	1.48953	0	0	0	1614.97	897.094	602.268	0	0	0	410.092	0.02278	0.015293
str_m3_o10_o17_pcu_sym.186.res	4.874	2.42925	4.87385	17873.9	1.55307	0	0	0	2737.83	1531.75	986.271	0	0	0	1240.09	0.06938	0.044673
str_m3_o10_o17_pcu_sym.188.res	4.94261	4.40829	4.92897	17741.9	1.06475	4165.56	2347.86	2205.08	0	0	0	2610.55	0.14714	0.138192	0	0	0
str_m3_o10_o17_pcu_sym.189.res	4.4586	3.451	4.38454	17413.3	1.15891	3144.17	1805.61	1558.03	0	0	0	1120.37	0.06434	0.055518	0	0	0
str_m3_o10_o17_pcu_sym.19.res	5.64231	4.33775	5.64223	17816.4	1.00509	4410.26	2475.4	2462.87	0	0	0	2867.72	0.16096	0.160145	0	0	0
str_m3_o10_o17_pcu_sym.191.res	4.39179	1.41393	3.90925	18568.8	2.55693	0	0	0	1230.75	662.803	259.218	0	0	0	350.58	0.01888	0.007384
str_m3_o10_o17_pcu_sym.195.res	4.09778	3.19884	4.09777	17469.2	1.25105	2511.9	1437.91	1149.35	0	0	0	760.957	0.04356	0.034819	0	0	0
str_m3_o10_o17_pcu_sym.196.res	4.4776	2.93043	4.47756	17955.4	1.28702	2654.43	1478.35	1148.66	1.94801	1.08491	0.842966	1041.05	0.05798	0.04505	0	0	0
str_m3_o10_o17_pcu_sym.197.res	2.93192	1.53615	2.93192	18459.6	1.42425	0	0	0	15.6138	8.45836	5.93881	0	0	0	0	0	0
str_m3_o10_o17_pcu_sym.199.res	4.52438	2.53569	4.44674	18230.6	1.34976	0	0	0	1948.13	1068.61	791.702	0	0	0	749.278	0.0411	0.03045
str_m3_o10_o17_pcu_sym.2.res	3.88038	2.22484	3.87819	17903.9	1.441	0	0	0	930.557	519.751	360.688	0	0	0	149.319	0.00834	0.005788
str_m3_o10_o17_pcu_sym.20.res	4.29588	3.15603	4.28397	17741.6	1.21847	3770.07	2124.99	1743.97	0	0	0	1149.3	0.06478	0.053165	0	0	0
str_m3_o10_o17_pcu_sym.201.res	3.65804	2.00717	3.65803	17872.3	2.62616	0	0	0	1327.84	742.959	282.907	0	0	0	232.698	0.01302	0.004958
str_m3_o10_o17_pcu_sym.202.res	4.23254	1.87836	4.23254	18061.6	1.65085	0	0	0	1840.35	1018.93	617.215	0	0	0	561.355	0.03108	0.018827
str_m3_o10_o17_pcu_sym.206.res	4.77646	4.09144	4.7188	17859.2	1.14003	3578.51	2003.73	1757.62	0	0	0	1923.08	0.10768	0.094454	0	0	0
str_m3_o10_o17_pcu_sym.21.res	3.9413	2.40216	3.94127	17890.8	1.27547	0	0	0	1042.51	582.708	456.857	0	0	0	210.038	0.01174	0.009204
str_m3_o10_o17_pcu_sym.216.res	5.00506	3.51998	5.005	17995.4	1.34689	2913.84	1619.21	1202.19	93.0994	51.7351	38.4107	1333.46	0.0741	0.055016	4.67881	0.00026	0.000193
str_m3_o10_o17_pcu_sym.217.res	3.90491	2.75256	3.72015	17897.6	1.24132	0	0	0	1293.57	722.76	582.252	0	0	0	205.107	0.01146	0.009232
str_m3_o10_o17_pcu_sym.218.res	3.89662	2.35483	3.89643	17875.4	1.23298	0	0	0	1204.56	673.866	546.535	0	0	0	221.297	0.01238	0.010041
str_m3_o10_o17_pcu_sym.219.res	4.82734	4.42903	4.70214	17899.5	1.1409	2969.14	1658.78	1453.93	0.623302	0.348223	0.305219	1424.8	0.0796	0.06977	0	0	0
str_m3_o10_o17_pcu_sym.22.res	4.60004	2.50435	4.59994	18087.9	1.61357	0	0	0	2245.03	1241.18	769.21	0	0	0	836.747	0.04626	0.028669
str_m3_o10_o17_pcu_sym.220.res	5.81378	4.87707	5.81378	17837	1.06422	4224.09	2368.16	2225.26	0	0	0	3093.65	0.17344	0.162974	0	0	0
str_m3_o10_o17_pcu_sym.222.res	4.97148	3.4896	4.97142	17737.9	1.04345	3747.16	2112.52	2024.55	0	0	0	1637.21	0.0923	0.088456	0	0	0
str_m3_o10_o17_pcu_sym.223.res	5.62166	4.04361	5.61966	17719.5	1.04439	3958.73	2234.11	2139.16	0	0	0	1934.61	0.10918	0.10454	0	0	0
str_m3_o10_o17_pcu_sym.224.res	4.80799	4.2468	4.80799	17812.4	1.14648	3709.81	2082.71	1816.62	0	0	0	1494.46	0.0839	0.073181	0	0	0
str_m3_o10_o17_pcu_sym.23.res	4.86016	3.15462	4.85141	18115.9	1.1933	4088.03	2256.59	1891.05	0	0	0	1549.64	0.08554	0.071684	0	0	0
str_m3_o10_o17_pcu_sym.24.res	4.41726	3.56115	4.40268	17716.3	1.48249	3505.99	1978.96	1334.89	0	0	0	1186.99	0.067	0.045194	0	0	0
str_m3_o10_o17_pcu_sym.25.res	4.55112	2.6167	4.55103	17887	1.28877	0	0	0	1901.53	1063.08	824.877	0	0	0	489.746	0.02738	0.021245
str_m3_o10_o17_pcu_sym.26.res	4.27659	2.37534	4.266	18072.4	1.33642	0	0	0	2062.68	1141.34	854.027	0	0	0	666.51	0.03688	0.027596
str_m3_o10_o17_pcu_sym.27.res	4.52977	3.93282	4.52714	17852.8	1.20061	3746.1	2098.32	1747.71	0	0	0	1456.44	0.08158	0.067949	0	0	0
str_m3_o10_o17_pcu_sym.28.res	5.51622	4.9704	5.38858	17958.4	1.03722	3832.75	2134.24	2057.66	0	0	0	2904.6	0.16174	0.155936	0	0	0
str_m3_o10_o17_pcu_sym.29.res	3.87045	2.31312	3.87035	17918.6	2.30612	0	0	0	1383.82	772.284	334.885	0	0	0	263.045	0.01468	0.006366
str_m3_o10_o17_pcu_sym.3.res	4.7364	4.39562	4.7364	18160.3	1.51931	2083.79	1147.44	755.238	0	0	0	1139.02	0.06272	0.041282	0	0	0
str_m3_o10_o17_pcu_sym.30.res	5.12	4.56862	5.11988	18215.3	2.16355	2895.31	1589.5	734.673	0	0	0	1825.17	0.1002	0.046313	0	0	0
str_m3_o10_o17_pcu_sym.31.res	4.44133	3.33394	4.42906	17907.4	1.27014	3341.12	1865.77	1468.95	0	0	0	1348.07	0.07528	0.059269	0	0	0
str_m3_o10_o17_pcu_sym.32.res	4.49396	2.55132	4.49392	17788	1.18856	0	0	0	1937.43	1089.18	916.383	0	0	0	628.626	0.03534	0.029733
str_m3_o10_o17_pcu_sym.33.res	5.00743	3.55466	5.00743	17755.9	1.0996	3590.69	2022.25	1839.08	0	0	0	1424.38	0.08022	0.072954	0	0	0
str_m3_o10_o17_pcu_sym.34.res	4.48384	3.54701	4.48383	18031.6	1.18234	3220.25	1785.89	1510.47	0	0	0	1309.82	0.07264	0.061437	0	0	0
str_m3_o10_o17_pcu_sym.35.res	3.6708	1.50362	3.67071	18838.1	1.53518	0	0	0	283.133	150.298	97.9023	0	0	0	33.155	0.00176	0.001146
str_m3_o10_o17_pcu_sym.36.res	4.5372	2.74595	4.53711	17706.6	1.15	0	0	0	2556.89	1444.03	1255.68	0	0	0	920.036	0.05196	0.045183
str_m3_o10_o17_pcu_sym.37.res	4.71573	3.99313	4.7065	17902	1.14734	3834.96	2142.2	1867.11	0	0	0	1731.84	0.09674	0.084317	0	0	0
str_m3_o10_o17_pcu_sym.38.res	4.93054	3.95988	4.85594	17754.6	1.09619	3988.77	2246.61	2049.47	0	0	0	2148.31	0.121	0.110382	0	0	0
str_m3_o10_o17_pcu_sym.39.res	4.26319	1.92859	4.25888	18282.4	1.55194	0	0	0	999.844	546.888	352.389	0	0	0	276.796	0.01514	0.009756
str_m3_o10_o17_pcu_sym.4.res	4.04316	2.25669	4.04292	18055.2	1.5185	0	0	0	553.893	306.778	202.026	0	0	0	98.9423	0.00548	0.003609
str_m3_o10_o17_pcu_sym.40.res	4.26756	1.16972	4.26756	18622.3	1.47583	0	0	0	757.639	406.845	275.672	0	0	0	212.667	0.01142	0.007738
str_m3_o10_o17_pcu_sym.41.res	5.28631	4.25663	5.2806	18175.1	1.01835	4006.82	2204.56	2164.84	0	0	0	2672.11	0.14702	0.144371	0	0	0
str_m3_o10_o17_pcu_sym.42.res	4.69453	3.15089	4.69422	17697.9	1.09985	3156.79	1783.71	1621.77	0	0	0	834.986	0.04718	0.042897	0	0	0
str_m3_o10_o17_pcu_sym.43.res	3.91547	2.37204	3.91546	18012.9	1.31992	0	0	0	995.058	552.413	418.521	0	0	0	159.234	0.00884	0.006697
str_m3_o10_o17_pcu_sym.44.res	5.96365	4.9917	5.93436	17815.9	0.944752	4302.84	2415.17	2556.41	0	0	0	3549.28	0.19922	0.21087	0	0	0
str_m3_o10_o17_pcu_sym.45.res	3.76858	2.57054	3.65574	18225	1.62515	0	0	0	1386.6	760.823	468.154	0	0	0	255.879	0.01404	0.008639
str_m3_o10_o17_pcu_sym.46.res	3.87102	2.7312	3.82263	17993.1	2.27335	0	0	0	1882.37	1046.16	460.184	0	0	0	347.627	0.01932	0.008498
str_m3_o10_o17_pcu_sym.47.res	5.27706	4.3541	5.25544	18158	1.02256	4033.66	2221.42	2172.4	0	0	0	2806.86	0.15458	0.151169	0	0	0
str_m3_o10_o17_pcu_sym.48.res	3.79812	2.10655	3.75829	17724.5	2.3214	0	0	0	873.588	492.87	212.316	0	0	0	171.573	0.00968	0.00417
str_m3_o10_o17_pcu_sym.49.res	4.58935	4.13552	4.58935	17787.1	1.14148	2354.73	1323.84	1159.76	58.2131	32.7278	28.6713	1062.24	0.05972	0.052318	2.13445	0.00012	0.000105
str_m3_o10_o17_pcu_sym.5.res	5.05708	4.2161	5.05689	17743.8	1.10019	4032.78	2272.78	2065.81	0	0	0	2276.53	0.1283	0.116617	0	0	0
str_m3_o10_o17_pcu_sym.50.res	3.79971	2.03781	3.79318	17952.2	1.75611	0	0	0	1023.17	569.941	324.548	0	0	0	180.958	0.01008	0.00574
str_m3_o10_o17_pcu_sym.51.res	4.74036	3.82609	4.71513	17716.5	1.09855	3667.02	2069.83	1884.15	0	0	0	1534.61	0.08662	0.07885	0	0	0
str_m3_o10_o17_pcu_sym.52.res	4.42926	2.5019	4.05162	18156.4	1.31598	0	0	0	1339.29	737.639	560.524	0	0	0	279.245	0.01538	0.011687
str_m3_o10_o17_pcu_sym.53.res	4.38801	2.97184	4.37703	17993.6	1.20791	3075.96	1709.47	1415.24	0	0	0	1111.64	0.06178	0.051146	0	0	0
str_m3_o10_o17_pcu_sym.54.res	4.95007	4.49437	4.90595	17793	1.21103	4030.35	2265.13	1870.41	0	0	0	2159.72	0.12138	0.100228	0	0	0
str_m3_o10_o17_pcu_sym.55.res	4.60525	3.88999	4.60494	18124.9	1.3379	2198.67	1213.06	906.69	0	0	0	954.82	0.05268	0.039375	0	0	0
str_m3_o10_o17_pcu_sym.56.res	3.27159	2.38997	3.27159	17956.6	1.2708	0	0	0	360.304	200.653	157.895	0	0	0	26.2166	0.00146	0.001149
str_m3_o10_o17_pcu_sym.57.res	4.55606	2.18027	4.55606	18406.7	1.18776	0	0	0	1520.17	825.875	695.323	0	0	0	462.009	0.0251	0.021132
str_m3_o10_o17_pcu_sym.58.res	5.20491	3.92532	5.17185	17803.7	1.04622	4352.51	2444.73	2336.73	0	0	0	1902.15	0.10684	0.10212	0	0	0
str_m3_o10_o17_pcu_sym.59.res	4.05597	2.34519	4.05597	18041.9	2.22371	0	0	0	780.996	432.879	194.665	0	0	0	155.16	0.0086	0.003867
str_m3_o10_o17_pcu_sym.6.res	5.42712	4.69549	5.38848	17921.1	1.11923	4161.8	2322.29	2074.89	0	0	0	2823.65	0.15756	0.140775	0	0	0
str_m3_o10_o17_pcu_sym.60.res	4.98818	3.81661	4.98818	17761.4	1.14977	2686.22	1512.4	1315.39	39.6454	22.3212	19.4136	991.794	0.05584	0.048566	2.13136	0.00012	0.000104
str_m3_o10_o17_pcu_sym.61.res	4.81964	1.78562	4.08701	18462	2.32269	0	0	0	1279.17	692.864	298.303	0	0	0	404.319	0.0219	0.009429
str_m3_o10_o17_pcu_sym.62.res	5.87689	4.9663	5.85461	17847.4	0.996671	4142.39	2321	2328.75	0	0	0	3367.1	0.18866	0.18929	0	0	0
str_m3_o10_o17_pcu_sym.63.res	4.79545	4.02558	4.5381	17780.4	1.04096	4086	2298.04	2207.61	0	0	0	2108.04	0.11856	0.113895	0	0	0
str_m3_o10_o17_pcu_sym.64.res	4.55097	2.69646	4.54321	18199.4	2.07962	0	0	0	2366.18	1300.14	625.18	0	0	0	892.5	0.04904	0.023581
str_m3_o10_o17_pcu_sym.65.res	5.28552	4.25324	5.25592	17740.5	1.05659	4393.3	2476.42	2343.79	0	0	0	2092.67	0.11796	0.111642	0	0	0
str_m3_o10_o17_pcu_sym.66.res	4.52277	3.60111	4.52095	18007	2.18857	2882.1	1600.55	731.32	0	0	0	1171.17	0.06504	0.029718	0	0	0
str_m3_o10_o17_pcu_sym.67.res	4.78468	4.16567	4.78465	17750.7	1.3722	3993.84	2249.96	1639.67	0	0	0	2357.65	0.13282	0.096793	0	0	0
str_m3_o10_o17_pcu_sym.68.res	4.27763	2.51066	4.27759	17821.6	1.93681	0	0	0	1083.82	608.151	313.996	0	0	0	267.324	0.015	0.007745
str_m3_o10_o17_pcu_sym.69.res	5.18954	4.15797	5.15472	17727.7	1.0034	4712.94	2658.51	2649.5	0	0	0	2416.29	0.1363	0.135838	0	0	0
str_m3_o10_o17_pcu_sym.7.res	5.58049	4.35599	5.58049	17427.5	1.24044	3395.04	1948.09	1570.49	0	0	0	2054.01	0.11786	0.095015	0	0	0
str_m3_o10_o17_pcu_sym.70.res	5.0841	4.00462	5.0841	17894.8	1.08447	3482.62	1946.17	1794.59	0	0	0	1636.65	0.09146	0.084336	0	0	0
str_m3_o10_o17_pcu_sym.71.res	3.76062	2.02985	3.76062	18000.3	1.41346	0	0	0	1382.39	767.979	543.334	0	0	0	199.084	0.01106	0.007825
str_m3_o10_o17_pcu_sym.72.res	4.33014	3.11006	4.33002	17856.7	1.27373	3521.83	1972.27	1548.41	0	0	0	1135.33	0.06358	0.049916	0	0	0
str_m3_o10_o17_pcu_sym.73.res	5.03226	3.76951	5.02696	17750.7	1.16035	3713.85	2092.23	1803.11	0	0	0	1555.31	0.08762	0.075512	0	0	0
str_m3_o10_o17_pcu_sym.74.res	3.7127	2.71378	3.7127	17939.6	2.61631	0	0	0	1462.76	815.38	311.653	0	0	0	222.451	0.0124	0.004739
str_m3_o10_o17_pcu_sym.75.res	5.17792	4.40144	5.16876	17744.5	0.999138	4231.27	2384.55	2386.61	0	0	0	2674.45	0.15072	0.15085	0	0	0
str_m3_o10_o17_pcu_sym.76.res	4.40679	3.49352	4.40679	17984.2	1.36454	2710.31	1507.05	1104.44	0	0	0	893.814	0.0497	0.036422	0	0	0
str_m3_o10_o17_pcu_sym.77.res	4.40173	3.73055	4.40173	17818.5	1.14923	3816.01	2141.6	1863.51	0	0	0	1391.27	0.07808	0.067941	0	0	0
str_m3_o10_o17_pcu_sym.78.res	4.22999	1.92927	4.22969	18272.6	1.62266	0	0	0	1321.58	723.258	445.723	0	0	0	290.169	0.01588	0.009786
str_m3_o10_o17_pcu_sym.79.res	4.43439	2.73252	4.37493	17701.6	1.32263	0	0	0	1758.5	993.416	751.091	0	0	0	372.087	0.02102	0.015893
str_m3_o10_o17_pcu_sym.8.res	5.19811	3.34311	5.19138	17705	1.04873	3724.65	2103.73	2005.98	0	0	0	1274.76	0.072	0.068655	0	0	0
str_m3_o10_o17_pcu_sym.80.res	5.08219	3.94181	5.08203	17759.7	1.04882	3987.64	2245.32	2140.81	0	0	0	1853.41	0.10436	0.099502	0	0	0
str_m3_o10_o17_pcu_sym.81.res	4.29134	2.19867	4.24288	17926.6	1.28596	0	0	0	1562.52	871.619	677.795	0	0	0	528.836	0.0295	0.02294
str_m3_o10_o17_pcu_sym.82.res	4.64382	3.74464	4.64374	17725.8	1.1013	3857.13	2176	1975.84	0	0	0	1574.05	0.0888	0.080632	0	0	0
str_m3_o10_o17_pcu_sym.83.res	5.43022	4.31001	5.43004	17926	1.02235	3784.22	2111.02	2064.87	0	0	0	2466.26	0.13758	0.134572	0	0	0
str_m3_o10_o17_pcu_sym.84.res	3.9712	1.8579	3.96775	18330.3	1.34604	0	0	0	727.075	396.652	294.68	0	0	0	120.247	0.00656	0.004874
str_m3_o10_o17_pcu_sym.85.res	5.29665	3.65402	5.29661	17723.9	1.03401	4030.04	2273.79	2199	0	0	0	1795.08	0.10128	0.097949	0	0	0
str_m3_o10_o17_pcu_sym.86.res	4.4365	3.2944	4.43632	18507.6	1.18128	2447.2	1322.27	1119.35	0	0	0	913.536	0.04936	0.041785	0	0	0
